"campaign_id,campaign_name,date,target_audience,channel,impressions,clicks,conversions,spend,revenue_generated,roas,CTR,Conversion_rate,ROAS,Cost_per_Conversion,Campaign_Profit"
"39545,Category Promotion,2024-11-01,All,Sms,1489,317,95,2527.82,9966.89,3.03,21.289456010745468,29.96845425867508,3.942879635417078,26.60863157894737,7439.07"
"473315,App Push Notification,2024-11-01,New Users,Email,5817,987,53,4371.4,5119.87,2.07,16.967509025270758,5.369807497467072,1.171219746534291,82.47924528301886,748.4700000000003"
"789925,Email Campaign,2024-11-01,Inactive,Email,9893,751,88,3569.0,6649.77,2.23,7.59122611947842,11.717709720372836,1.863202577752872,40.55681818181818,3080.7700000000004"
"249657,Referral Program,2024-11-01,All,Email,6898,977,15,4874.26,3343.94,2.82,14.163525659611482,1.5353121801432956,0.6860405476933934,324.9506666666667,-1530.3200000000002"
"795261,New User Discount,2024-10-31,New Users,Email,7876,977,73,1813.53,6438.12,3.73,12.404773996952768,7.471852610030706,3.5500487998544275,24.842876712328767,4624.59"
"601445,Weekend Special,2024-10-31,Inactive,Sms,5624,386,70,3572.92,5202.67,1.96,6.863442389758179,18.134715025906736,1.4561395161380608,51.041714285714285,1629.75"
"830587,Festival Offer,2024-10-31,Inactive,App,1081,662,47,2001.9,3301.92,3.52,61.23959296947271,7.099697885196375,1.6493930765772515,42.5936170212766,1300.02"
"706750,Flash Sale,2024-10-31,Premium,App,4511,338,27,1645.66,2073.23,2.57,7.492795389048991,7.988165680473373,1.2598167300657486,60.95037037037037,427.56999999999994"
"584256,Membership Drive,2024-10-31,Inactive,Sms,1810,750,44,1279.23,5722.42,2.73,41.43646408839779,5.866666666666666,4.473331613548775,29.07340909090909,4443.1900000000005"
"886076,Category Promotion,2024-10-31,Premium,Sms,3930,591,25,4678.74,5102.75,1.78,15.038167938931299,4.230118443316413,1.090624826342135,187.1496,424.0100000000002"
"855895,App Push Notification,2024-10-31,Premium,Email,8796,873,86,2339.85,3999.7,2.98,9.924965893587995,9.851088201603666,1.709383080111973,27.207558139534882,1659.85"
"514715,Email Campaign,2024-10-31,New Users,App,2341,369,38,2721.86,2480.73,3.48,15.762494660401538,10.29810298102981,0.9114098447385244,71.62789473684211,-241.1300000000001"
"741376,Referral Program,2024-10-31,Premium,Email,9694,799,32,3162.72,8424.83,2.48,8.24221167732618,4.005006257822278,2.6637925583042446,98.835,5262.110000000001"
"347837,New User Discount,2024-10-30,All,Email,8433,551,97,2510.51,7701.36,3.8,6.533855093086684,17.604355716878402,3.0676476094498724,25.88154639175258,5190.849999999999"
"358482,Weekend Special,2024-10-30,New Users,App,4788,628,76,2603.2,2979.58,3.95,13.116123642439431,12.101910828025478,1.1445835894283958,34.252631578947366,376.3800000000001"
"510301,Festival Offer,2024-10-30,All,App,5744,207,47,1966.98,3566.39,2.67,3.603760445682451,22.705314009661837,1.813129772544713,41.850638297872344,1599.4099999999999"
"258760,Flash Sale,2024-10-30,New Users,App,4130,779,89,1741.85,5487.39,1.56,18.861985472154963,11.424903722721439,3.150322932514281,19.57134831460674,3745.5400000000004"
"678723,Membership Drive,2024-10-30,Inactive,Sms,7316,950,54,1650.8,5407.95,2.13,12.985237834882449,5.684210526315789,3.2759571117034163,30.57037037037037,3757.1499999999996"
"490727,Category Promotion,2024-10-30,Premium,Sms,7583,501,30,4937.7,8031.55,1.93,6.606883819068971,5.9880239520958085,1.6265771513052636,164.59,3093.8500000000004"
"378426,App Push Notification,2024-10-30,Premium,App,2155,719,70,2233.21,6322.5,3.82,33.364269141531324,9.735744089012517,2.8311264950452486,31.903000000000002,4089.29"
"158279,Email Campaign,2024-10-30,New Users,Email,3245,443,30,1970.09,8773.38,3.74,13.651771956856704,6.772009029345373,4.453288936038454,65.66966666666666,6803.289999999999"
"57394,Referral Program,2024-10-30,All,App,3328,377,75,3212.25,3778.57,1.74,11.328125,19.893899204244033,1.1763001011751888,42.83,566.3200000000002"
"633088,New User Discount,2024-10-29,Premium,Email,3832,930,26,2133.42,3655.75,2.51,24.269311064718163,2.795698924731183,1.7135631989950408,82.05461538461539,1522.33"
"827451,Weekend Special,2024-10-29,All,Sms,6494,422,30,2744.72,4665.13,3.49,6.498306128734216,7.109004739336493,1.6996742837156433,91.49066666666666,1920.4100000000003"
"221166,Festival Offer,2024-10-29,New Users,Email,2851,712,99,1415.72,7808.19,3.09,24.973693440897932,13.904494382022472,5.515349080326618,14.30020202020202,6392.469999999999"
"581436,Flash Sale,2024-10-29,Premium,App,2489,543,54,1101.24,8701.2,3.65,21.815990357573323,9.94475138121547,7.901274926446551,20.393333333333334,7599.960000000001"
"399972,Membership Drive,2024-10-29,All,Email,5187,741,58,1185.35,2169.17,3.73,14.285714285714285,7.827260458839406,1.8299827055300124,20.43706896551724,983.8200000000002"
"467912,Category Promotion,2024-10-29,All,Sms,3949,486,87,4568.63,9613.16,1.87,12.306913142567739,17.901234567901234,2.1041668946708314,52.512988505747124,5044.53"
"928724,App Push Notification,2024-10-29,New Users,Email,8668,660,36,3904.68,2757.27,3.05,7.614213197969544,5.454545454545454,0.7061449337717816,108.46333333333332,-1147.4099999999999"
"639165,Email Campaign,2024-10-29,Inactive,Sms,1771,226,98,2154.4,8055.52,1.74,12.761151891586675,43.36283185840708,3.7391013739324173,21.983673469387757,5901.120000000001"
"270413,Referral Program,2024-10-29,All,Email,1377,278,43,2165.16,4371.9,3.85,20.18881626724764,15.467625899280577,2.019204123482791,50.35255813953488,2206.74"
"652845,New User Discount,2024-10-28,All,Sms,4258,162,45,2098.74,8237.05,2.49,3.80460310004697,27.77777777777778,3.924759617675367,46.63866666666666,6138.3099999999995"
"159675,Weekend Special,2024-10-28,Inactive,Email,2239,183,85,1183.89,9661.81,3.17,8.173291648057168,46.44808743169399,8.16107070758263,13.928117647058825,8477.92"
"89176,Festival Offer,2024-10-28,All,Sms,1666,508,20,3586.46,3395.18,3.25,30.4921968787515,3.937007874015748,0.946666071836853,179.323,-191.2800000000002"
"294030,Flash Sale,2024-10-28,Inactive,App,1679,965,57,1452.05,6109.1,3.05,57.474687313877304,5.9067357512953365,4.207224269136738,25.474561403508773,4657.05"
"448860,Membership Drive,2024-10-28,New Users,Email,2775,396,33,4290.98,8723.84,2.1,14.270270270270272,8.333333333333332,2.033064707828981,130.02969696969694,4432.860000000001"
"618403,Category Promotion,2024-10-28,Inactive,App,1153,198,99,3455.94,4935.65,1.84,17.17259323503903,50.0,1.428164262111032,34.90848484848485,1479.7099999999996"
"795975,App Push Notification,2024-10-28,Inactive,Sms,6100,642,66,3409.53,9276.19,2.56,10.524590163934427,10.2803738317757,2.720665311641194,51.65954545454546,5866.66"
"453312,Email Campaign,2024-10-28,New Users,App,1618,301,32,3165.37,7731.79,2.61,18.603213844252164,10.631229235880399,2.442618082562228,98.9178125,4566.42"
"468423,Referral Program,2024-10-28,New Users,Email,1927,298,96,2617.58,9553.44,3.03,15.464452516865595,32.21476510067114,3.64972226254785,27.266458333333333,6935.860000000001"
"359366,New User Discount,2024-10-27,All,Email,1685,999,46,1055.61,4223.44,1.55,59.28783382789318,4.604604604604605,4.000947319559307,22.948043478260868,3167.83"
"69903,Weekend Special,2024-10-27,Inactive,App,1085,706,41,4118.41,3837.05,2.72,65.06912442396313,5.807365439093484,0.9316823725661117,100.44902439024389,-281.3599999999997"
"613932,Festival Offer,2024-10-27,Premium,App,4726,709,59,3577.71,3104.01,1.94,15.002115954295386,8.321579689703809,0.8675968706239466,60.639152542372884,-473.6999999999998"
"992886,Flash Sale,2024-10-27,Premium,Email,9194,537,42,2925.63,3760.51,1.66,5.8407657167718074,7.82122905027933,1.2853675960391437,69.65785714285714,834.8800000000001"
"380809,Membership Drive,2024-10-27,Inactive,Email,3122,496,84,2365.57,2572.69,3.47,15.887251761691223,16.93548387096774,1.0875560647116762,28.16154761904762,207.1199999999999"
"509178,Category Promotion,2024-10-27,Premium,Social Media,6487,644,48,3457.17,2472.34,1.62,9.927547402497302,7.453416149068323,0.7151340547326281,72.024375,-984.8299999999999"
"794495,App Push Notification,2024-10-27,New Users,App,3049,634,58,2093.96,7406.66,2.9,20.793702853394556,9.14826498422713,3.5371544824160916,36.102758620689656,5312.7"
"880379,Email Campaign,2024-10-27,All,App,2399,335,41,4785.81,9369.74,2.39,13.964151729887453,12.238805970149254,1.9578169630637237,116.72707317073171,4583.929999999999"
"561555,Referral Program,2024-10-27,All,Social Media,4881,102,89,4549.44,8205.53,1.93,2.089735709895513,87.25490196078431,1.803635172680594,51.117303370786516,3656.090000000001"
"530223,New User Discount,2024-10-26,Inactive,App,8865,176,27,1137.88,6799.15,2.54,1.985335589396503,15.340909090909092,5.975278588251836,42.14370370370371,5661.2699999999995"
"495008,Weekend Special,2024-10-26,Premium,Sms,7698,120,100,4992.5,3353.4,2.3,1.558846453624318,83.33333333333334,0.6716875312969455,49.925,-1639.1"
"565307,Festival Offer,2024-10-26,Premium,Sms,1600,241,72,4917.53,7945.34,1.82,15.0625,29.87551867219917,1.6157176468674315,68.29902777777778,3027.8100000000004"
"842270,Flash Sale,2024-10-26,Inactive,Sms,9800,758,53,3310.25,8683.82,2.47,7.73469387755102,6.992084432717678,2.6233124386375652,62.45754716981132,5373.57"
"737765,Membership Drive,2024-10-26,New Users,Sms,9214,909,48,3400.97,9608.9,3.65,9.865422183633601,5.2805280528052805,2.8253410056542694,70.85354166666666,6207.93"
"521471,Category Promotion,2024-10-26,All,Sms,2315,704,100,4403.4,9400.79,3.16,30.41036717062635,14.204545454545455,2.1348934913930147,44.034,4997.390000000001"
"42263,App Push Notification,2024-10-26,Inactive,Email,1723,258,81,1558.93,8570.27,2.02,14.973882762623331,31.3953488372093,5.4975335646886005,19.246049382716052,7011.34"
"664981,Email Campaign,2024-10-26,New Users,Social Media,1002,705,63,3599.79,4311.79,4.0,70.35928143712576,8.936170212765958,1.1977893154878478,57.13952380952381,712.0"
"887586,Referral Program,2024-10-26,Inactive,Social Media,3797,149,50,3393.94,6539.92,3.45,3.924150645246247,33.557046979865774,1.9269403701892196,67.8788,3145.98"
"408371,New User Discount,2024-10-25,New Users,App,7239,579,61,4575.26,6288.51,3.88,7.998342312474099,10.535405872193436,1.3744595935531532,75.00426229508197,1713.25"
"993186,Weekend Special,2024-10-25,Premium,Email,2258,513,75,2383.71,5454.96,2.39,22.719220549158546,14.619883040935672,2.2884327372037707,31.7828,3071.25"
"762331,Festival Offer,2024-10-25,Inactive,App,5882,577,19,4474.48,4596.52,2.79,9.80958857531452,3.2928942807625647,1.027274677727915,235.49894736842103,122.04000000000087"
"209173,Flash Sale,2024-10-25,Premium,Email,8130,137,18,1715.46,9959.51,2.33,1.6851168511685117,13.138686131386862,5.805737236659555,95.30333333333334,8244.05"
"903905,Membership Drive,2024-10-25,Inactive,App,6268,973,15,3117.62,8722.31,2.13,15.523292916400766,1.5416238437821173,2.797746357798577,207.84133333333332,5604.69"
"668975,Category Promotion,2024-10-25,New Users,App,5437,972,80,4583.85,7105.69,1.59,17.877505977561157,8.23045267489712,1.5501576185957218,57.298125000000006,2521.8399999999992"
"680570,App Push Notification,2024-10-25,Inactive,Email,7010,202,34,1599.34,7806.21,2.99,2.881597717546362,16.831683168316832,4.88089461903035,47.03941176470588,6206.87"
"192501,Email Campaign,2024-10-25,Inactive,Email,4970,343,53,1947.23,9461.87,3.41,6.901408450704226,15.451895043731778,4.859143501281308,36.740188679245286,7514.640000000001"
"982430,Referral Program,2024-10-25,Premium,Email,5429,795,82,2842.37,4914.0,2.81,14.643580769939216,10.314465408805033,1.7288389618522573,34.663048780487806,2071.63"
"698056,New User Discount,2024-10-24,All,App,3144,877,18,3704.05,3732.06,2.59,27.89440203562341,2.0524515393386547,1.0075619929536588,205.78055555555557,28.009999999999764"
"941069,Weekend Special,2024-10-24,New Users,Social Media,5133,389,70,2318.95,4311.21,2.18,7.578414182739139,17.994858611825194,1.8591215852001985,33.12785714285714,1992.2600000000002"
"602540,Festival Offer,2024-10-24,Inactive,App,6569,620,64,3218.48,2901.45,2.69,9.438270665245852,10.32258064516129,0.9014969799408415,50.28875,-317.0300000000002"
"575585,Flash Sale,2024-10-24,Inactive,App,8501,258,57,2437.64,8650.4,2.45,3.034937066227503,22.093023255813954,3.5486782297632136,42.765614035087715,6212.76"
"552893,Membership Drive,2024-10-24,Inactive,Social Media,9012,259,38,1598.76,2093.56,2.33,2.873945849977807,14.671814671814673,1.309489854637344,42.072631578947366,494.79999999999995"
"882671,Category Promotion,2024-10-24,Inactive,Email,7685,540,47,2199.05,4937.69,1.83,7.026675341574496,8.703703703703704,2.2453741388326773,46.78829787234043,2738.6399999999994"
"729422,App Push Notification,2024-10-24,Inactive,Social Media,1753,984,16,4052.53,6151.03,1.59,56.13234455219624,1.6260162601626018,1.5178246675533553,253.283125,2098.4999999999995"
"315890,Email Campaign,2024-10-24,New Users,Sms,7736,953,70,2749.84,5113.71,3.28,12.319027921406411,7.345225603357817,1.8596391062752742,39.28342857142857,2363.87"
"242619,Referral Program,2024-10-24,Inactive,Social Media,3112,391,48,4882.83,3755.92,3.74,12.564267352185091,12.27621483375959,0.7692096591525817,101.725625,-1126.9099999999999"
"457841,New User Discount,2024-10-23,New Users,Sms,8261,557,54,2599.3,3748.91,1.63,6.742525118024452,9.694793536804308,1.4422767668218366,48.135185185185186,1149.6099999999997"
"334424,Weekend Special,2024-10-23,Inactive,Sms,6370,604,70,3516.78,2866.2,3.1,9.481946624803768,11.589403973509933,0.8150069097299233,50.239714285714285,-650.5800000000004"
"489132,Festival Offer,2024-10-23,New Users,Social Media,4553,469,12,2363.94,6845.16,2.18,10.300900505161433,2.55863539445629,2.8956572501840148,196.995,4481.219999999999"
"554438,Flash Sale,2024-10-23,All,Social Media,7358,367,41,2165.36,2312.68,3.34,4.987768415330253,11.1716621253406,1.068034876417778,52.81365853658537,147.3199999999997"
"204191,Membership Drive,2024-10-23,All,Social Media,9385,492,43,1921.19,9824.3,3.58,5.242408098028769,8.739837398373984,5.113653516830714,44.67883720930233,7903.109999999999"
"586930,Category Promotion,2024-10-23,Inactive,Social Media,7577,598,15,2804.3,9402.79,3.65,7.892305661871453,2.508361204013378,3.352990050993118,186.95333333333335,6598.490000000001"
"814199,App Push Notification,2024-10-23,New Users,Sms,8240,341,50,4191.03,6688.85,2.37,4.138349514563107,14.66275659824047,1.5959919160683653,83.8206,2497.8200000000006"
"871629,Email Campaign,2024-10-23,All,App,2233,547,27,4199.36,5655.15,3.56,24.496193461710703,4.93601462522852,1.3466694924940943,155.53185185185183,1455.79"
"697944,Referral Program,2024-10-23,Inactive,App,4653,188,51,2303.42,4678.46,3.09,4.040404040404041,27.127659574468083,2.03109289664933,45.165098039215685,2375.04"
"776669,New User Discount,2024-10-22,Inactive,App,6516,252,34,4332.69,7080.93,3.26,3.867403314917127,13.492063492063492,1.63430340042791,127.4320588235294,2748.2400000000007"
"845527,Weekend Special,2024-10-22,Inactive,Social Media,9587,810,77,1323.74,3364.59,1.71,8.448941274642745,9.506172839506172,2.541730249142581,17.19142857142857,2040.8500000000001"
"932133,Festival Offer,2024-10-22,All,Email,6955,317,78,3341.07,5741.39,3.73,4.5578720345075485,24.605678233438486,1.7184285273879327,42.83423076923077,2400.32"
"130164,Flash Sale,2024-10-22,Premium,Social Media,6347,665,75,3934.71,4725.54,1.63,10.477390893335434,11.278195488721805,1.2009881287312152,52.4628,790.8299999999999"
"547470,Membership Drive,2024-10-22,Premium,Sms,9964,465,33,2695.95,3392.76,3.53,4.666800481734244,7.096774193548387,1.2584654759917655,81.69545454545454,696.8100000000004"
"530361,Category Promotion,2024-10-22,Inactive,Email,8285,530,29,3909.95,5650.29,2.03,6.397103198551599,5.471698113207547,1.4451054361308968,134.8258620689655,1740.3400000000001"
"181070,App Push Notification,2024-10-22,Inactive,Sms,7265,110,22,2495.46,8618.53,1.94,1.5141087405368203,20.0,3.4536838899441387,113.43,6123.070000000001"
"27596,Email Campaign,2024-10-22,Premium,Social Media,2648,898,24,3747.0,7410.91,2.99,33.91238670694864,2.6726057906458798,1.977824926607953,156.125,3663.91"
"518109,Referral Program,2024-10-22,Premium,Sms,3803,207,42,1671.16,5232.93,3.47,5.443071259531949,20.28985507246377,3.131315972139113,39.789523809523814,3561.7700000000004"
"980545,New User Discount,2024-10-21,Premium,Sms,6378,149,31,4974.32,9771.12,1.73,2.3361555346503606,20.80536912751678,1.964312710078966,160.46193548387095,4796.800000000001"
"963463,Weekend Special,2024-10-21,New Users,Email,8974,479,39,1741.34,7019.71,2.03,5.337642077111656,8.1419624217119,4.031211595667704,44.649743589743586,5278.37"
"362162,Festival Offer,2024-10-21,Premium,Sms,4976,562,79,1855.65,2736.38,3.13,11.294212218649518,14.05693950177936,1.4746207528359334,23.489240506329114,880.73"
"837030,Flash Sale,2024-10-21,All,Sms,9348,397,30,4546.79,8518.37,3.77,4.246897732135216,7.5566750629722925,1.873490968353498,151.55966666666666,3971.580000000001"
"533144,Membership Drive,2024-10-21,Inactive,App,7432,627,23,1618.63,8290.49,3.9,8.43649085037675,3.6682615629984054,5.1219179182394985,70.37521739130435,6671.86"
"942737,Category Promotion,2024-10-21,Premium,Sms,9433,593,61,1670.95,5415.89,1.99,6.2864412170041355,10.286677908937605,3.2412041054489964,27.39262295081967,3744.9400000000005"
"8328,App Push Notification,2024-10-21,All,Email,3212,747,63,3964.61,7024.84,2.44,23.25653798256538,8.433734939759036,1.7718867681814856,62.93031746031746,3060.23"
"446559,Email Campaign,2024-10-21,All,Email,4395,786,53,1766.03,4554.83,1.68,17.8839590443686,6.743002544529262,2.579135122279916,33.32132075471698,2788.8"
"929421,Referral Program,2024-10-21,All,Social Media,7680,829,81,1652.23,2181.47,3.94,10.794270833333334,9.7708082026538,1.3203185997106939,20.3979012345679,529.2399999999998"
"415106,New User Discount,2024-10-20,All,Sms,5143,930,88,4882.61,2535.36,1.71,18.08283103247132,9.46236559139785,0.5192632628860385,55.48420454545454,-2347.2499999999995"
"38153,Weekend Special,2024-10-20,All,App,7842,559,20,1927.22,8434.35,2.15,7.128283601122162,3.5778175313059033,4.376433411857494,96.361,6507.13"
"523833,Festival Offer,2024-10-20,All,Sms,9486,347,43,1686.15,5813.55,3.61,3.658022348724436,12.39193083573487,3.447824926607953,39.21279069767442,4127.4"
"170461,Flash Sale,2024-10-20,New Users,Sms,2952,393,38,4037.84,4531.27,3.74,13.3130081300813,9.669211195928753,1.1222014740554356,106.25894736842106,493.4300000000003"
"109449,Membership Drive,2024-10-20,Premium,App,8414,748,63,2195.8,3019.02,2.4,8.889945329213216,8.422459893048128,1.3749066399489933,34.853968253968254,823.2199999999998"
"687130,Category Promotion,2024-10-20,All,Email,4330,822,31,1104.8,6592.8,2.55,18.983833718244803,3.7712895377128954,5.96741491672701,35.63870967741936,5488.0"
"479853,App Push Notification,2024-10-20,Premium,Sms,6870,227,92,4219.18,4713.09,2.5,3.304221251819505,40.52863436123348,1.1170630312051157,45.860652173913046,493.90999999999985"
"683250,Email Campaign,2024-10-20,Inactive,Email,8382,926,37,1921.49,6651.93,2.88,11.047482701026007,3.995680345572354,3.4618603271419577,51.932162162162165,4730.4400000000005"
"794159,Referral Program,2024-10-20,Inactive,Social Media,3200,998,79,1614.98,4026.68,2.57,31.1875,7.915831663326653,2.4933311867639225,20.442784810126582,2411.7"
"593428,New User Discount,2024-10-19,New Users,Sms,1554,121,97,2667.73,6000.11,3.88,7.786357786357787,80.16528925619835,2.2491444036690367,27.50237113402062,3332.3799999999997"
"579105,Weekend Special,2024-10-19,New Users,Social Media,7754,920,41,2335.89,4374.42,3.55,11.864843951508899,4.456521739130435,1.8726994849928722,56.97292682926829,2038.5300000000002"
"494867,Festival Offer,2024-10-19,New Users,Social Media,4586,977,87,2372.56,3816.48,3.11,21.303968600087224,8.904810644831116,1.6085915635431771,27.270804597701147,1443.92"
"972242,Flash Sale,2024-10-19,New Users,App,2553,551,51,4591.88,6236.89,2.52,21.582452017234626,9.25589836660617,1.3582432467747416,90.03686274509805,1645.0100000000002"
"762572,Membership Drive,2024-10-19,All,Social Media,6285,971,52,3257.45,2757.61,1.98,15.449482895783612,5.355303810504634,0.8465548204884189,62.64326923076923,-499.8399999999997"
"736483,Category Promotion,2024-10-19,Premium,Email,8086,938,23,4006.13,8109.27,3.31,11.600296809300024,2.4520255863539444,2.0242153899149553,174.1795652173913,4103.14"
"822872,App Push Notification,2024-10-19,Inactive,Sms,3595,244,72,3807.41,4183.31,2.13,6.787204450625869,29.508196721311474,1.0987285319941904,52.880694444444444,375.90000000000055"
