"product_id,product_name,category,brand,price,mrp,margin_percentage,shelf_life_days,min_stock_level,max_stock_level,Discount,Discount_Percentage,Price_Category"
"952124,Onions,Fruits & Vegetables,""Wali, Sood and Bala"",127.08,169.44,25.0,3,15,50,42.36,25.0,Low"
"397973,Bananas,Fruits & Vegetables,""Wable, Randhawa and Mutti"",728.73,971.64,25.0,3,27,82,242.90999999999997,24.999999999999996,Premium"
"555121,Carrots,Fruits & Vegetables,""Subramanian, Chaudhuri and Dora"",354.91,473.21,25.0,3,30,67,118.29999999999995,24.999471693328534,Medium"
"818522,Cheese,Dairy & Breakfast,Hora-Roy,96.09,120.11,20.0,7,12,90,24.019999999999996,19.998334859711928,Low"
"462526,Curd,Dairy & Breakfast,Pau and Sons,449.97,562.46,20.0,7,25,69,112.49000000000001,19.999644419158695,Medium"
"376447,Butter,Dairy & Breakfast,Gara and Sons,724.84,906.05,20.0,7,17,64,181.20999999999992,19.999999999999993,Premium"
"217710,Eggs,Dairy & Breakfast,Rout-Sarna,58.59,73.24,20.0,7,19,53,14.649999999999991,20.002730748225,Low"
"146840,Bread,Dairy & Breakfast,""Bains, Deol and Vaidya"",786.85,983.56,20.0,7,19,89,196.70999999999992,19.99979665704176,Premium"
"89084,Milk,Dairy & Breakfast,""Wali, Virk and Iyer"",598.83,748.54,20.0,7,27,74,149.70999999999992,20.00026718679028,High"
"888807,Bread,Dairy & Breakfast,Arya Group,230.58,288.23,20.0,7,13,91,57.650000000000006,20.00138778059189,Low"
"136533,Eggs,Dairy & Breakfast,""Raghavan, Magar and Shanker"",826.21,1032.76,20.0,7,15,75,206.54999999999995,19.999806344165144,Premium"
"714999,Bread,Dairy & Breakfast,Kala Group,882.51,1103.14,20.0,7,27,81,220.6300000000001,20.000181300650876,Premium"
"382511,Butter,Dairy & Breakfast,Bora-Thakkar,702.54,878.17,20.0,7,26,88,175.63,19.999544507327737,Premium"
"15314,Cheese,Dairy & Breakfast,Banik-Ratta,578.85,723.56,20.0,7,30,91,144.70999999999992,19.999723588921434,High"
"67197,Butter,Dairy & Breakfast,Shetty-Bora,552.2,690.25,20.0,7,20,79,138.04999999999995,19.999999999999993,High"
"880510,Bread,Dairy & Breakfast,Roy-Char,951.43,1189.29,20.0,7,29,54,237.86,20.00016816756216,Premium"
"41853,Curd,Dairy & Breakfast,Handa PLC,910.44,1138.05,20.0,7,14,92,227.6099999999999,19.999999999999993,Premium"
"257719,Eggs,Dairy & Breakfast,Chaudhuri PLC,281.73,352.16,20.0,7,17,93,70.43,19.99943207632894,Low"
"891833,Curd,Dairy & Breakfast,Mani PLC,493.19,616.49,20.0,7,11,69,123.30000000000001,20.00032441726549,Medium"
"741341,Eggs,Dairy & Breakfast,Prasad LLC,923.84,1154.8,20.0,7,13,62,230.95999999999992,19.999999999999993,Premium"
"500739,Bread,Dairy & Breakfast,Aggarwal Group,359.98,449.98,20.0,7,18,81,90.0,20.00088892839682,Medium"
"500633,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia,154.5,193.12,20.0,7,24,87,38.620000000000005,19.997928748964377,Low"
"799952,Cheese,Dairy & Breakfast,Padmanabhan-Virk,922.64,1153.3,20.0,7,13,66,230.65999999999997,20.0,Premium"
"798639,Eggs,Dairy & Breakfast,Subramaniam LLC,211.25,264.06,20.0,7,12,78,52.81,19.999242596379613,Low"
"329351,Cheese,Dairy & Breakfast,""Lala, Kalita and Sathe"",310.87,388.59,20.0,7,23,95,77.71999999999997,20.00051468128361,Medium"
"833557,Cereal,Dairy & Breakfast,""Gole, Chand and Dada"",422.87,528.59,20.0,7,27,69,105.72000000000003,20.000378365084472,Medium"
"324809,Bread,Dairy & Breakfast,Sidhu PLC,608.0,760.0,20.0,7,26,76,152.0,20.0,High"
"337168,Eggs,Dairy & Breakfast,Dasgupta PLC,545.49,681.86,20.0,7,25,98,136.37,19.999706684656672,High"
"659290,Cheese,Dairy & Breakfast,Kapadia-D’Alia,319.34,399.17,20.0,7,18,66,79.83000000000004,19.998997920685433,Medium"
"883013,Eggs,Dairy & Breakfast,Chahal Group,989.88,1237.35,20.0,7,13,98,247.4699999999999,19.999999999999996,Premium"
"839170,Curd,Dairy & Breakfast,Shetty and Sons,481.63,602.04,20.0,7,11,59,120.40999999999997,20.000332203840273,Medium"
"455083,Butter,Dairy & Breakfast,Dutta Inc,959.01,1198.76,20.0,7,29,63,239.75,19.999833160932965,Premium"
"183929,Bread,Dairy & Breakfast,""Nagi, Sampath and Khurana"",738.74,923.42,20.0,7,20,73,184.67999999999995,19.99956682766238,Premium"
"592784,Biscuits,Snacks & Munchies,""Andra, Mander and Kari"",280.35,431.31,35.0,90,27,64,150.95999999999998,35.00034777770049,Low"
"578097,Nuts,Snacks & Munchies,Jha Group,267.61,411.71,35.0,90,22,75,144.09999999999997,35.000364334118665,Low"
"487065,Chips,Snacks & Munchies,Kadakia-Yadav,374.68,576.43,35.0,90,27,87,201.74999999999994,34.999913259198856,Medium"
"734789,Popcorn,Snacks & Munchies,""Chaudhari, Pant and Singh"",395.82,608.95,35.0,90,22,66,213.13000000000005,34.99958945726251,Medium"
"949818,Biscuits,Snacks & Munchies,Yohannan Inc,483.05,743.15,35.0,90,21,76,260.09999999999997,34.99966359415999,Medium"
"690565,Cookies,Snacks & Munchies,""Roy, Seth and Patla"",951.27,1463.49,35.0,90,15,56,512.22,34.99989750527848,Premium"
"961614,Chocolates,Snacks & Munchies,Goda Inc,227.22,349.57,35.0,90,26,99,122.35,35.000143032868955,Low"
"361361,Biscuits,Snacks & Munchies,""Kunda, Dave and Sahni"",826.21,1271.09,35.0,90,20,64,444.8799999999999,34.99988199104705,Premium"
"291238,Chocolates,Snacks & Munchies,""Sinha, Pau and Chhabra"",746.03,1147.74,35.0,90,16,68,401.71000000000004,35.0000871277467,Premium"
"654623,Chips,Snacks & Munchies,Pradhan and Sons,422.14,649.45,35.0,90,18,76,227.31000000000006,35.000384941104016,Medium"
"313754,Biscuits,Snacks & Munchies,""Swaminathan, Mahal and Dara"",136.6,210.15,35.0,90,25,67,73.55000000000001,34.99881037354271,Low"
"563740,Chips,Snacks & Munchies,Mann-Kapadia,96.33,148.2,35.0,90,20,61,51.86999999999999,35.0,Low"
"378230,Nuts,Snacks & Munchies,Kala-Vig,166.42,256.03,35.0,90,13,76,89.60999999999999,34.999804710385504,Low"
"658389,Popcorn,Snacks & Munchies,""Chanda, Som and Vohra"",152.55,234.69,35.0,90,22,68,82.13999999999999,34.99936085900549,Low"
"990993,Chocolates,Snacks & Munchies,Guha-Subramaniam,263.7,405.69,35.0,90,22,61,141.99,34.99963025955779,Low"
"762527,Biscuits,Snacks & Munchies,""Chad, Yohannan and Chopra"",690.08,1061.66,35.0,90,23,71,371.58000000000004,34.99990580788577,High"
"952168,Popcorn,Snacks & Munchies,""Krishnamurthy, Sibal and Das"",236.95,364.54,35.0,90,28,79,127.59000000000003,35.000274318318986,Low"
"542300,Popcorn,Snacks & Munchies,Gulati-Tandon,255.35,392.85,35.0,90,11,66,137.50000000000003,35.00063637520683,Low"
"602241,Nuts,Snacks & Munchies,Bahl-Pau,976.55,1502.38,35.0,90,12,75,525.8300000000002,34.99980031683064,Premium"
"587420,Cookies,Snacks & Munchies,Raj and Sons,357.42,549.88,35.0,90,22,50,192.45999999999998,35.00036371571979,Medium"
"491521,Nuts,Snacks & Munchies,Karpe Inc,556.35,855.92,35.0,90,28,98,299.56999999999994,34.999766333302176,High"
"914071,Chips,Snacks & Munchies,Datta Ltd,296.94,456.83,35.0,90,25,90,159.89,34.999890550095216,Low"
"832348,Biscuits,Snacks & Munchies,Jani-Ram,831.43,1279.12,35.0,90,10,79,447.68999999999994,34.99984364250422,Premium"
"567671,Biscuits,Snacks & Munchies,Nagar LLC,418.48,643.82,35.0,90,12,90,225.34000000000003,35.00046596874903,Medium"
"481843,Chocolates,Snacks & Munchies,""Taneja, Kala and Kota"",297.68,457.97,35.0,90,10,88,160.29000000000002,35.00010917745704,Low"
"991434,Cookies,Snacks & Munchies,Mital-Oza,237.62,365.57,35.0,90,12,87,127.94999999999999,35.0001367727111,Low"
"540618,Popcorn,Snacks & Munchies,Golla-Luthra,317.05,487.77,35.0,90,28,87,170.71999999999997,35.00010250732927,Medium"
"319388,Orange Juice,Cold Drinks & Juices,D’Alia-Dey,657.8,939.71,30.0,180,26,56,281.9100000000001,29.999680752572612,High"
"171602,Cola,Cold Drinks & Juices,Pal-Sehgal,883.44,1262.06,30.0,180,28,58,378.6199999999999,30.0001584710711,Premium"
"60619,Iced Tea,Cold Drinks & Juices,Bhasin LLC,726.41,1037.73,30.0,180,10,97,311.32000000000005,30.000096364179512,Premium"
"962591,Orange Juice,Cold Drinks & Juices,Murthy-Kaul,130.01,185.73,30.0,180,24,74,55.72,30.000538415980188,Low"
"107548,Cola,Cold Drinks & Juices,""Bhandari, Bhasin and Palan"",891.6,1273.71,30.0,180,27,53,382.11,29.99976446757896,Premium"
"687218,Mango Drink,Cold Drinks & Juices,""Sankaran, Pall and Gola"",317.82,454.03,30.0,180,22,58,136.20999999999998,30.000220249763228,Medium"
"328457,Mango Drink,Cold Drinks & Juices,Hayre-Shere,858.57,1226.53,30.0,180,12,76,367.9599999999999,30.00008153082272,Premium"
"194682,Iced Tea,Cold Drinks & Juices,Sastry-Issac,912.29,1303.27,30.0,180,11,86,390.98,29.99992326992872,Premium"
"681063,Mango Drink,Cold Drinks & Juices,Dass and Sons,321.28,458.97,30.0,180,20,91,137.69000000000005,29.999782120835793,Medium"
"679321,Cola,Cold Drinks & Juices,Khurana-Dewan,738.46,1054.94,30.0,180,20,68,316.48,29.999810415758244,Premium"
"300159,Cola,Cold Drinks & Juices,""Basu, Rout and Mistry"",44.35,63.36,30.0,180,20,93,19.009999999999998,30.003156565656564,Low"
"378287,Lemonade,Cold Drinks & Juices,Ramesh-Jain,332.84,475.49,30.0,180,22,51,142.65000000000003,30.000630928095234,Medium"
"118820,Iced Tea,Cold Drinks & Juices,""Warrior, Ravel and Amble"",12.32,17.6,30.0,180,12,61,5.280000000000001,30.000000000000004,Low"
"667163,Orange Juice,Cold Drinks & Juices,Palla LLC,441.2,630.29,30.0,180,25,72,189.08999999999997,30.000475971378254,Medium"
"228286,Cola,Cold Drinks & Juices,Bhattacharyya PLC,179.08,255.83,30.0,180,26,79,76.75,30.000390884571786,Low"
"561860,Orange Juice,Cold Drinks & Juices,Gupta Ltd,874.78,1249.69,30.0,180,21,90,374.9100000000001,30.00024005953477,Premium"
"712003,Cola,Cold Drinks & Juices,""Karan, Bandi and Acharya"",671.68,959.54,30.0,180,30,54,287.86,29.99979156679242,High"
"712307,Orange Juice,Cold Drinks & Juices,Chana LLC,264.89,378.41,30.0,180,16,73,113.52000000000004,29.999207209111816,Low"
"513199,Cola,Cold Drinks & Juices,Rastogi Inc,422.23,603.19,30.0,180,26,52,180.96000000000004,30.000497355725397,Medium"
"962054,Orange Juice,Cold Drinks & Juices,Toor-Nagar,16.86,24.09,30.0,180,11,74,7.23,30.012453300124537,Low"
"378676,Orange Juice,Cold Drinks & Juices,Baral-Kamdar,881.42,1259.17,30.0,180,19,65,377.7500000000001,29.99992058260601,Premium"
"890232,Mango Drink,Cold Drinks & Juices,Jha Group,432.0,617.14,30.0,180,20,91,185.14,29.999675924425574,Medium"
"532965,Frozen Pizza,Instant & Frozen Food,Sachdev Inc,307.23,512.05,40.0,180,20,94,204.81999999999994,39.99999999999999,Medium"
"365132,Instant Noodles,Instant & Frozen Food,Dar-Kumar,229.38,382.3,40.0,180,19,70,152.92000000000002,40.0,Low"
"689769,Frozen Vegetables,Instant & Frozen Food,Kothari-Datta,46.62,77.7,40.0,180,17,51,31.080000000000005,40.00000000000001,Low"
"969851,Frozen Vegetables,Instant & Frozen Food,""Kara, Sodhi and Bassi"",340.66,567.77,40.0,180,27,64,227.10999999999996,40.000352255314645,Medium"
"305754,Frozen Vegetables,Instant & Frozen Food,Mammen-Hegde,979.99,1633.32,40.0,180,22,81,653.3299999999999,40.00012244997918,Premium"
"398340,Instant Noodles,Instant & Frozen Food,""Nadig, Zachariah and Soni"",651.93,1086.55,40.0,180,11,56,434.62,40.0,High"
"491314,Ice Cream,Instant & Frozen Food,Banerjee Inc,973.44,1622.4,40.0,180,11,71,648.96,40.0,Premium"
"33955,Frozen Pizza,Instant & Frozen Food,Baral Group,186.08,310.13,40.0,180,29,84,124.04999999999998,39.99935510914777,Low"
"470449,Frozen Biryani,Instant & Frozen Food,Kohli-Sawhney,827.77,1379.62,40.0,180,27,57,551.8499999999999,40.0001449674548,Premium"
"954722,Ice Cream,Instant & Frozen Food,Mohan-Virk,616.45,1027.42,40.0,180,11,58,410.97,40.00019466235814,High"
"623234,Frozen Biryani,Instant & Frozen Food,Chakrabarti-Batra,329.79,549.65,40.0,180,13,72,219.85999999999996,39.99999999999999,Medium"
"131937,Frozen Pizza,Instant & Frozen Food,""Varkey, Devi and Ganguly"",287.81,479.68,40.0,180,18,68,191.87,39.999583055370245,Low"
"606256,Frozen Biryani,Instant & Frozen Food,Agate Ltd,369.28,615.47,40.0,180,16,57,246.19000000000005,40.000324954912514,Medium"
"652118,Frozen Biryani,Instant & Frozen Food,Agate and Sons,22.04,36.73,40.0,180,19,55,14.689999999999998,39.994554859787634,Low"
"187399,Frozen Pizza,Instant & Frozen Food,Chauhan Inc,53.49,89.15,40.0,180,14,73,35.660000000000004,40.0,Low"
"925482,Frozen Biryani,Instant & Frozen Food,Viswanathan-Sha,475.04,791.73,40.0,180,23,66,316.69,39.99974738862996,Medium"
"611575,Frozen Pizza,Instant & Frozen Food,""Bhat, Nigam and Hayer"",482.06,803.43,40.0,180,25,87,321.36999999999995,39.99975106729895,Medium"
"621677,Frozen Biryani,Instant & Frozen Food,Sabharwal-Mital,317.8,529.67,40.0,180,15,71,211.86999999999995,40.000377593596006,Medium"
"306177,Frozen Biryani,Instant & Frozen Food,Som Inc,769.24,1282.07,40.0,180,11,54,512.8299999999999,40.00015599772243,Premium"
"272170,Ice Cream,Instant & Frozen Food,Purohit Group,140.8,234.67,40.0,180,10,92,93.86999999999998,40.000852260621286,Low"
"721521,Rice,Grocery & Staples,""Ramanathan, Agarwal and Baria"",417.39,491.05,15.0,365,20,72,73.66000000000003,15.000509113124942,Medium"
"692985,Pulses,Grocery & Staples,""Wable, Sankaran and Hari"",197.39,232.22,15.0,365,30,86,34.83000000000001,14.998708121608825,Low"
"487931,Sugar,Grocery & Staples,""Bahl, Jaggi and Nath"",709.08,834.21,15.0,365,27,68,125.13,14.999820189161001,Premium"
"901144,Sugar,Grocery & Staples,Deo-Kamdar,340.36,400.42,15.0,365,12,71,60.06,14.999250786673993,Medium"
"764014,Salt,Grocery & Staples,""Grewal, Swamy and Dayal"",612.04,720.05,15.0,365,30,100,108.00999999999999,15.00034719811124,High"
"53833,Rice,Grocery & Staples,Tella-Master,134.69,158.46,15.0,365,26,89,23.77000000000001,15.000631074088103,Low"
"876139,Pulses,Grocery & Staples,Cherian-Dara,415.75,489.12,15.0,365,14,83,73.37,15.000408897612038,Medium"
"903336,Pulses,Grocery & Staples,""Vaidya, Amble and Palla"",551.88,649.27,15.0,365,14,60,97.38999999999999,14.99992299043541,High"
"120532,Wheat Flour,Grocery & Staples,Nazareth Ltd,697.53,820.62,15.0,365,29,95,123.09000000000003,14.999634422753532,High"
"945635,Pulses,Grocery & Staples,Balasubramanian PLC,778.9,916.35,15.0,365,16,59,137.45000000000005,14.999727178479844,Premium"
"760684,Rice,Grocery & Staples,Kanda-Gupta,71.6,84.24,15.0,365,14,64,12.64,15.004748338081672,Low"
"354409,Pulses,Grocery & Staples,Bose-Pandit,325.08,382.45,15.0,365,24,60,57.370000000000005,15.000653680219639,Medium"
"937542,Wheat Flour,Grocery & Staples,Khurana and Sons,97.04,114.16,15.0,365,28,93,17.11999999999999,14.996496145760329,Low"
"490602,Sugar,Grocery & Staples,Raghavan Inc,549.47,646.44,15.0,365,20,71,96.97000000000003,15.000618773590746,High"
"131136,Salt,Grocery & Staples,Deshpande-Rama,37.8,44.47,15.0,365,29,95,6.670000000000002,14.998875646503265,Low"
"287070,Wheat Flour,Grocery & Staples,""Gala, Magar and Rajagopal"",443.17,521.38,15.0,365,20,93,78.20999999999998,15.000575396064287,Medium"
"679865,Wheat Flour,Grocery & Staples,Memon-Barad,347.91,409.31,15.0,365,14,85,61.39999999999998,15.000855097603278,Medium"
"317242,Pulses,Grocery & Staples,Rastogi Group,198.15,233.12,15.0,365,22,63,34.97,15.000857927247768,Low"
"644847,Salt,Grocery & Staples,""Jhaveri, Kata and Kapur"",622.81,732.72,15.0,365,24,52,109.91000000000008,15.000272955562846,High"
"327290,Sugar,Grocery & Staples,Nadkarni Inc,862.28,1014.45,15.0,365,22,65,152.17000000000007,15.000246438957078,Premium"
"993331,Pulses,Grocery & Staples,""Parmer, Gola and Yogi"",102.44,120.52,15.0,365,28,86,18.08,15.001659475605708,Low"
"807452,Pulses,Grocery & Staples,Naik Ltd,144.19,169.64,15.0,365,27,61,25.44999999999999,15.002357934449417,Low"
"451933,Wheat Flour,Grocery & Staples,Nadig Ltd,568.94,669.34,15.0,365,28,98,100.39999999999998,14.999850599097615,High"
"461804,Sugar,Grocery & Staples,""Ghose, Ben and Divan"",310.69,365.52,15.0,365,15,97,54.829999999999984,15.000547165681766,Medium"
"36412,Dish Soap,Household Care,Muni-Shankar,397.68,530.24,25.0,365,27,92,132.56,25.0,Medium"
"94225,Toilet Cleaner,Household Care,""Gulati, Ram and Sarkar"",77.11,102.81,25.0,365,13,70,25.700000000000003,24.997568329929,Low"
"704868,Detergent,Household Care,""Parikh, Oak and Kara"",193.46,257.95,25.0,365,24,58,64.48999999999998,25.00096918007365,Low"
"18035,Dish Soap,Household Care,Ramesh Inc,968.94,1291.92,25.0,365,12,87,322.98,25.0,Premium"
"435929,Toilet Cleaner,Household Care,Memon Ltd,856.89,1142.52,25.0,365,13,71,285.63,25.0,Premium"
"820541,Toilet Cleaner,Household Care,""Borde, Peri and Upadhyay"",576.22,768.29,25.0,365,19,71,192.06999999999994,24.999674602038287,High"
"552496,Dish Soap,Household Care,Dhar PLC,508.0,677.33,25.0,365,17,59,169.33000000000004,24.999630903695397,High"
"455755,Detergent,Household Care,Mangal-Sathe,44.09,58.79,25.0,365,23,53,14.699999999999996,25.004252423881606,Low"
"91670,Dish Soap,Household Care,Barman-Ahluwalia,439.24,585.65,25.0,365,27,88,146.40999999999997,24.999573123879447,Medium"
"336847,Toilet Cleaner,Household Care,""Dayal, Mammen and More"",936.98,1249.31,25.0,365,17,55,312.3299999999999,25.00020011046097,Premium"
"144124,Detergent,Household Care,Lalla-Srinivasan,162.67,216.89,25.0,365,11,82,54.22,24.998847341970585,Low"
"747801,Toilet Cleaner,Household Care,Saha-Vora,277.76,370.35,25.0,365,23,71,92.59000000000003,25.000675037127053,Low"
"589812,Detergent,Household Care,Bir PLC,163.03,217.37,25.0,365,22,52,54.34,24.998849887288955,Low"
"677542,Toilet Cleaner,Household Care,Thaman-Lanka,212.61,283.48,25.0,365,10,52,70.87,25.0,Low"
"604184,Toilet Cleaner,Household Care,""Gaba, Sodhi and Choudhary"",397.55,530.07,25.0,365,24,84,132.52000000000004,25.000471635821693,Medium"
"697683,Toilet Cleaner,Household Care,""Murty, Varghese and Saxena"",123.74,164.99,25.0,365,14,82,41.250000000000014,25.001515243348088,Low"
"894539,Dish Soap,Household Care,""Pall, Sule and Sood"",445.48,593.97,25.0,365,14,93,148.49,24.999579103321718,Medium"
"739534,Toilet Cleaner,Household Care,""Gera, Narang and Karpe"",994.56,1326.08,25.0,365,14,59,331.52,25.0,Premium"
"968887,Dish Soap,Household Care,Keer-Gill,40.7,54.27,25.0,365,18,92,13.57,25.004606596646394,Low"
"709916,Detergent,Household Care,Varkey LLC,33.76,45.01,25.0,365,30,88,11.25,24.99444567873806,Low"
"739448,Dish Soap,Household Care,Mand-Choudhry,755.66,1007.55,25.0,365,24,79,251.89,25.000248126643836,Premium"
"700048,Dish Soap,Household Care,Khalsa-Bhavsar,141.28,188.37,25.0,365,25,98,47.09,24.998672824759783,Low"
"897083,Detergent,Household Care,Dutta-Halder,972.69,1296.92,25.0,365,10,100,324.23,25.0,Premium"
"448752,Toilet Cleaner,Household Care,Batta-Doctor,160.07,213.43,25.0,365,23,96,53.360000000000014,25.001171344234653,Low"
"365133,Dish Soap,Household Care,Hans Inc,915.45,1220.6,25.0,365,25,60,305.14999999999986,24.999999999999993,Premium"
"133542,Detergent,Household Care,Edwin-Lall,68.49,91.32,25.0,365,21,72,22.83,25.0,Low"
"767398,Dish Soap,Household Care,""Arya, Sundaram and Pingle"",22.14,29.52,25.0,365,15,57,7.379999999999999,24.999999999999996,Low"
"863930,Shampoo,Personal Care,""Sathe, Agarwal and Dhar"",242.57,373.18,35.0,365,26,72,130.61,34.99919609839756,Low"
"473647,Toothpaste,Personal Care,Ben-Ravi,43.05,66.23,35.0,365,18,82,23.180000000000007,34.99924505511098,Low"
"9436,Toothpaste,Personal Care,Naidu PLC,88.43,136.05,35.0,365,19,76,47.620000000000005,35.00183755972069,Low"
"385113,Lotion,Personal Care,""Sampath, Mane and Mody"",816.38,1255.97,35.0,365,21,50,439.59000000000003,35.00003980986807,Premium"
"112390,Toothpaste,Personal Care,""Kibe, Contractor and Randhawa"",877.98,1350.74,35.0,365,23,85,472.76,35.00007403349275,Premium"
"647462,Lotion,Personal Care,""Balan, Samra and Sekhon"",326.42,502.18,35.0,365,22,64,175.76,34.999402604643755,Medium"
"34200,Lotion,Personal Care,Munshi-Grewal,319.8,492.0,35.0,365,19,75,172.2,35.0,Medium"
"753354,Shampoo,Personal Care,Sant-Mahajan,423.56,651.63,35.0,365,20,52,228.07,34.99992326933996,Medium"
"490939,Lotion,Personal Care,""Roy, Barad and De"",80.25,123.46,35.0,365,12,67,43.209999999999994,34.99919002105945,Low"
"672059,Toothpaste,Personal Care,Kaur-Gola,672.73,1034.97,35.0,365,25,81,362.24,35.000048310579054,High"
"803607,Soap,Personal Care,""Kadakia, Mohan and Sathe"",949.73,1461.12,35.0,365,21,98,511.3899999999999,34.99986311870346,Premium"
"124290,Lotion,Personal Care,Sachdev Group,39.65,61.0,35.0,365,23,71,21.35,35.0,Low"
"140489,Soap,Personal Care,""Biswas, Kapoor and Patel"",650.2,1000.31,35.0,365,28,95,350.1099999999999,35.0001499535144,High"
"799688,Lotion,Personal Care,Arora LLC,309.62,476.34,35.0,365,22,90,166.71999999999997,35.000209934080694,Medium"
"859361,Shampoo,Personal Care,Mitter Group,432.39,665.22,35.0,365,25,77,232.83000000000004,35.00045097862362,Medium"
"492958,Lotion,Personal Care,Acharya PLC,84.2,129.54,35.0,365,26,88,45.33999999999999,35.00077196232823,Low"
"63769,Lotion,Personal Care,Dalal-Shan,878.07,1350.88,35.0,365,27,69,472.81000000000006,35.00014805164041,Premium"
"684939,Lotion,Personal Care,""Sibal, Bhatnagar and Rajan"",727.95,1119.92,35.0,365,22,50,391.97,34.99982141581541,Premium"
"219598,Shampoo,Personal Care,Arora-Magar,367.08,564.74,35.0,365,28,83,197.66000000000003,35.000177072635196,Medium"
"140154,Shampoo,Personal Care,Malhotra LLC,171.2,263.38,35.0,365,24,59,92.18,34.998860961348626,Low"
"449106,Soap,Personal Care,""Shere, Thakur and Naik"",48.55,74.69,35.0,365,30,95,26.14,34.99799169902263,Low"
"256051,Lotion,Personal Care,""Mannan, Naidu and Sama"",400.92,616.8,35.0,365,17,100,215.87999999999994,34.99999999999999,Medium"
"615545,Soap,Personal Care,Barman Inc,448.16,689.48,35.0,365,20,67,241.32,35.00029007367871,Medium"
"366066,Soap,Personal Care,Mandal LLC,918.58,1413.2,35.0,365,16,52,494.62,35.0,Premium"
"600767,Toothpaste,Personal Care,Balan Group,722.42,1111.42,35.0,365,22,68,389.0000000000001,35.00026992496087,Premium"
"784827,Baby Wipes,Baby Care,Balakrishnan Ltd,274.25,391.79,30.0,365,26,77,117.54000000000002,30.000765716327628,Low"
"6405,Baby Food,Baby Care,Kashyap-Reddy,236.51,337.87,30.0,365,11,81,101.36000000000001,29.99970402817652,Low"
"853932,Baby Wipes,Baby Care,Ranganathan-Peri,941.19,1344.56,30.0,365,21,94,403.3699999999999,30.00014874754566,Premium"
